title,id,arxiv_url,published,citation
Graph Capsule Convolutional Neural Networks,1805.08090,http://arxiv.org/abs/1805.08090v4,2018-05-21T14:38:31Z,0
"Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using
  Generative Models",1805.06605,http://arxiv.org/abs/1805.06605v2,2018-05-17T05:38:55Z,0
"A multi-task deep learning model for the classification of Age-related
  Macular Degeneration",1812.00422,http://arxiv.org/abs/1812.00422v1,2018-12-02T16:47:02Z,0
"ISS-MULT: Intelligent Sample Selection for Multi-Task Learning in
  Question Answering",1708.02267,http://arxiv.org/abs/1708.02267v1,2017-08-07T19:00:25Z,0
"Scalable trust-region method for deep reinforcement learning using
  Kronecker-factored approximation",1708.05144,http://arxiv.org/abs/1708.05144v2,2017-08-17T06:14:48Z,0
Improving Deep Learning using Generic Data Augmentation,1708.06020,http://arxiv.org/abs/1708.06020v1,2017-08-20T21:16:59Z,0
Folding membrane proteins by deep transfer learning,1708.08407,http://arxiv.org/abs/1708.08407v1,2017-08-28T16:38:52Z,0
"Predicting Cardiovascular Risk Factors from Retinal Fundus Photographs
  using Deep Learning",1708.09843,http://arxiv.org/abs/1708.09843v2,2017-08-31T17:49:15Z,0
End-to-end Learning for Short Text Expansion,1709.00389,http://arxiv.org/abs/1709.00389v1,2017-08-30T04:24:06Z,0
Machine Learning Spatial Geometry from Entanglement Features,1709.01223,http://arxiv.org/abs/1709.01223v2,2017-09-05T03:26:00Z,0
"""Having 2 hours to write a paper is fun!"": Detecting Sarcasm in
  Numerical Portions of Text",1709.01950,http://arxiv.org/abs/1709.01950v1,2017-09-06T18:09:15Z,0
"Classifying Unordered Feature Sets with Convolutional Deep Averaging
  Networks",1709.03019,http://arxiv.org/abs/1709.03019v1,2017-09-10T00:03:37Z,0
Joint Learning of Set Cardinality and State Distribution,1709.04093,http://arxiv.org/abs/1709.04093v2,2017-09-13T00:33:50Z,0
"Spatio-Temporal Graph Convolutional Networks: A Deep Learning Framework
  for Traffic Forecasting",1709.04875,http://arxiv.org/abs/1709.04875v4,2017-09-14T16:54:41Z,0
"OptLayer - Practical Constrained Optimization for Deep Reinforcement
  Learning in the Real World",1709.07643,http://arxiv.org/abs/1709.07643v2,2017-09-22T09:10:10Z,0
Attention-based Wav2Text with Feature Transfer Learning,1709.07814,http://arxiv.org/abs/1709.07814v1,2017-09-22T15:38:09Z,0
"Deep Convolutional Neural Networks for Interpretable Analysis of EEG
  Sleep Stage Scoring",1710.00633,http://arxiv.org/abs/1710.00633v1,2017-10-02T13:36:29Z,0
Real-Time Illegal Parking Detection System Based on Deep Learning,1710.02546,http://arxiv.org/abs/1710.02546v1,2017-10-05T07:57:29Z,0
"Flow: Architecture and Benchmarking for Reinforcement Learning in
  Traffic Control",1710.05465,http://arxiv.org/abs/1710.05465v1,2017-10-16T01:51:51Z,0
"Intention-Net: Integrating Planning and Deep Learning for Goal-Directed
  Autonomous Navigation",1710.05627,http://arxiv.org/abs/1710.05627v2,2017-10-16T11:22:32Z,0
"Characterization of Gradient Dominance and Regularity Conditions for
  Neural Networks",1710.06910,http://arxiv.org/abs/1710.06910v2,2017-10-18T19:53:57Z,0
InterpNET: Neural Introspection for Interpretable Deep Learning,1710.09511,http://arxiv.org/abs/1710.09511v2,2017-10-26T02:01:12Z,0
Improving Deep Learning by Inverse Square Root Linear Units (ISRLUs),1710.09967,http://arxiv.org/abs/1710.09967v2,2017-10-27T02:01:28Z,0
"Reproducibility of Benchmarked Deep Reinforcement Learning Tasks for
  Continuous Control",1708.04133,http://arxiv.org/abs/1708.04133v1,2017-08-10T19:20:15Z,0
Self-Supervised Learning for Spinal MRIs,1708.00367,http://arxiv.org/abs/1708.00367v1,2017-08-01T14:44:48Z,0
A Neural-Symbolic Approach to Design of CAPTCHA,1710.11475,http://arxiv.org/abs/1710.11475v2,2017-10-29T09:18:51Z,0
Learned Primal-dual Reconstruction,1707.06474,http://arxiv.org/abs/1707.06474v3,2017-07-20T12:34:51Z,0
The Marginal Value of Adaptive Gradient Methods in Machine Learning,1705.08292,http://arxiv.org/abs/1705.08292v2,2017-05-23T14:11:34Z,0
Bayesian Compression for Deep Learning,1705.08665,http://arxiv.org/abs/1705.08665v4,2017-05-24T09:07:01Z,0
Audio-replay attack detection countermeasures,1705.08858,http://arxiv.org/abs/1705.08858v1,2017-05-24T16:48:03Z,0
Feature Incay for Representation Regularization,1705.10284,http://arxiv.org/abs/1705.10284v1,2017-05-29T16:33:54Z,0
Auto-Encoding Sequential Monte Carlo,1705.10306,http://arxiv.org/abs/1705.10306v2,2017-05-29T17:54:11Z,0
EvaluationNet: Can Human Skill be Evaluated by Deep Networks?,1705.11077,http://arxiv.org/abs/1705.11077v1,2017-05-31T13:28:01Z,0
"Comparative Analysis of Open Source Frameworks for Machine Learning with
  Use Case in Single-Threaded and Multi-Threaded Modes",1706.02248,http://arxiv.org/abs/1706.02248v1,2017-06-07T16:41:21Z,0
"Deep-IRT: Make Deep Learning Based Knowledge Tracing Explainable Using
  Item Response Theory",1904.11738,http://arxiv.org/abs/1904.11738v1,2019-04-26T09:38:37Z,0
Toward Optimal Run Racing: Application to Deep Learning Calibration,1706.03199,http://arxiv.org/abs/1706.03199v2,2017-06-10T07:55:38Z,0
Optimal Auctions through Deep Learning,1706.03459,http://arxiv.org/abs/1706.03459v3,2017-06-12T04:03:15Z,0
One Model To Learn Them All,1706.05137,http://arxiv.org/abs/1706.05137v1,2017-06-16T03:10:03Z,0
"Addressing Item-Cold Start Problem in Recommendation Systems using Model
  Based Approach and Deep Learning",1706.05730,http://arxiv.org/abs/1706.05730v1,2017-06-18T21:51:10Z,0
"An Effective Way to Improve YouTube-8M Classification Accuracy in Google
  Cloud Platform",1706.08217,http://arxiv.org/abs/1706.08217v1,2017-06-26T03:50:51Z,0
Deep learning bank distress from news and numerical financial data,1706.09627,http://arxiv.org/abs/1706.09627v3,2017-06-29T08:42:44Z,0
"Deep CNN Framework for Audio Event Recognition using Weakly Labeled Web
  Data",1707.02530,http://arxiv.org/abs/1707.02530v2,2017-07-09T06:16:23Z,0
Deep Learning for Real Time Crime Forecasting,1707.03340,http://arxiv.org/abs/1707.03340v1,2017-07-09T17:36:53Z,0
Value Prediction Network,1707.03497,http://arxiv.org/abs/1707.03497v2,2017-07-11T23:32:36Z,0
Learning Photography Aesthetics with Deep CNNs,1707.03981,http://arxiv.org/abs/1707.03981v1,2017-07-13T05:16:03Z,0
Deep Learning to Attend to Risk in ICU,1707.05010,http://arxiv.org/abs/1707.05010v1,2017-07-17T06:23:20Z,0
Regularization for Deep Learning: A Taxonomy,1710.10686,http://arxiv.org/abs/1710.10686v1,2017-10-29T20:27:51Z,0
Policy Optimization by Genetic Distillation,1711.01012,http://arxiv.org/abs/1711.01012v2,2017-11-03T03:29:32Z,0
Twitter User Geolocation using Deep Multiview Learning,1805.04612,http://arxiv.org/abs/1805.04612v1,2018-05-11T22:47:53Z,0
"GEP-PG: Decoupling Exploration and Exploitation in Deep Reinforcement
  Learning Algorithms",1802.05054,http://arxiv.org/abs/1802.05054v5,2018-02-14T11:59:21Z,0
Horovod: fast and easy distributed deep learning in TensorFlow,1802.05799,http://arxiv.org/abs/1802.05799v3,2018-02-15T23:36:51Z,0
Anomaly Detection using One-Class Neural Networks,1802.06360,http://arxiv.org/abs/1802.06360v2,2018-02-18T10:44:53Z,0
"Efficient Embedding of MPI Collectives in MXNET DAGs for scaling Deep
  Learning",1802.06949,http://arxiv.org/abs/1802.06949v1,2018-02-20T03:36:20Z,0
BRUNO: A Deep Recurrent Model for Exchangeable Data,1802.07535,http://arxiv.org/abs/1802.07535v3,2018-02-21T12:07:48Z,0
Selective Experience Replay for Lifelong Learning,1802.10269,http://arxiv.org/abs/1802.10269v1,2018-02-28T06:02:31Z,0
Deep Reinforcement Learning for Join Order Enumeration,1803.00055,http://arxiv.org/abs/1803.00055v2,2018-02-28T20:00:33Z,0
Universal Quantum Control through Deep Reinforcement Learning,1803.01857,http://arxiv.org/abs/1803.01857v2,2018-03-05T19:00:01Z,0
"The Advantage of Doubling: A Deep Reinforcement Learning Approach to
  Studying the Double Team in the NBA",1803.02940,http://arxiv.org/abs/1803.02940v1,2018-03-08T02:08:49Z,0
"Learning Latent Superstructures in Variational Autoencoders for Deep
  Multidimensional Clustering",1803.05206,http://arxiv.org/abs/1803.05206v3,2018-03-14T11:20:38Z,0
OFDM-Autoencoder for End-to-End Learning of Communications Systems,1803.05815,http://arxiv.org/abs/1803.05815v1,2018-03-15T15:41:55Z,0
A Dataset and Architecture for Visual Reasoning with a Working Memory,1803.06092,http://arxiv.org/abs/1803.06092v2,2018-03-16T06:53:45Z,0
"Supervising Unsupervised Learning with Evolutionary Algorithm in Deep
  Neural Network",1803.10397,http://arxiv.org/abs/1803.10397v1,2018-03-28T03:20:18Z,0
Unreasonable Effectivness of Deep Learning,1803.10768,http://arxiv.org/abs/1803.10768v1,2018-03-28T14:29:30Z,0
"Learning to Become an Expert: Deep Networks Applied To Super-Resolution
  Microscopy",1803.10806,http://arxiv.org/abs/1803.10806v1,2018-03-28T19:01:45Z,0
"Learning Deep Models for Face Anti-Spoofing: Binary or Auxiliary
  Supervision",1803.11097,http://arxiv.org/abs/1803.11097v1,2018-03-29T14:33:21Z,0
"Perceptually Optimized Generative Adversarial Network for Single Image
  Dehazing",1805.01084,http://arxiv.org/abs/1805.01084v1,2018-05-03T02:00:33Z,0
Pixel-wise Attentional Gating for Parsimonious Pixel Labeling,1805.01556,http://arxiv.org/abs/1805.01556v2,2018-05-03T22:05:57Z,0
"Motion Planning Among Dynamic, Decision-Making Agents with Deep
  Reinforcement Learning",1805.01956,http://arxiv.org/abs/1805.01956v1,2018-05-04T22:45:08Z,0
"Exploring Hyper-Parameter Optimization for Neural Machine Translation on
  GPU Architectures",1805.02094,http://arxiv.org/abs/1805.02094v1,2018-05-05T18:13:41Z,0
"Similarity measures for vocal-based drum sample retrieval using deep
  convolutional auto-encoders",1802.05178,http://arxiv.org/abs/1802.05178v1,2018-02-14T16:08:09Z,0
"Understanding Convolutional Networks with APPLE : Automatic Patch
  Pattern Labeling for Explanation",1802.03675,http://arxiv.org/abs/1802.03675v1,2018-02-11T01:33:33Z,0
Implicit Weight Uncertainty in Neural Networks,1711.01297,http://arxiv.org/abs/1711.01297v2,2017-11-03T18:49:04Z,0
"Deep Learning-based Channel Estimation for Beamspace mmWave Massive MIMO
  Systems",1802.01290,http://arxiv.org/abs/1802.01290v2,2018-02-05T07:31:44Z,0
"Monaural Singing Voice Separation with Skip-Filtering Connections and
  Recurrent Inference of Time-Frequency Mask",1711.01437,http://arxiv.org/abs/1711.01437v2,2017-11-04T13:46:10Z,0
Deep Fault Analysis and Subset Selection in Solar Power Grids,1711.02810,http://arxiv.org/abs/1711.02810v1,2017-11-08T03:09:51Z,0
LatentPoison - Adversarial Attacks On The Latent Space,1711.02879,http://arxiv.org/abs/1711.02879v1,2017-11-08T09:37:16Z,0
"Multi-stage Suture Detection for Robot Assisted Anastomosis based on
  Deep Learning",1711.03179,http://arxiv.org/abs/1711.03179v1,2017-11-08T21:44:14Z,0
Crafting Adversarial Examples For Speech Paralinguistics Applications,1711.03280,http://arxiv.org/abs/1711.03280v2,2017-11-09T07:41:53Z,0
Deep learning for inferring cause of data anomalies,1711.07051,http://arxiv.org/abs/1711.07051v1,2017-11-19T16:51:31Z,0
Memory Based Online Learning of Deep Representations from Video Streams,1711.07368,http://arxiv.org/abs/1711.07368v1,2017-11-17T14:51:58Z,0
Hidden Tree Markov Networks: Deep and Wide Learning for Structured Data,1711.07784,http://arxiv.org/abs/1711.07784v1,2017-11-21T13:50:34Z,0
Adversarial Phenomenon in the Eyes of Bayesian Deep Learning,1711.08244,http://arxiv.org/abs/1711.08244v1,2017-11-22T12:02:53Z,0
An Exploration of Word Embedding Initialization in Deep-Learning Tasks,1711.09160,http://arxiv.org/abs/1711.09160v1,2017-11-24T22:31:01Z,0
Divide-and-Conquer Reinforcement Learning,1711.09874,http://arxiv.org/abs/1711.09874v2,2017-11-27T18:46:00Z,0
AdaBatch: Adaptive Batch Sizes for Training Deep Neural Networks,1712.02029,http://arxiv.org/abs/1712.02029v2,2017-12-06T04:19:14Z,0
"Cyberattack Detection in Mobile Cloud Computing: A Deep Learning
  Approach",1712.05914,http://arxiv.org/abs/1712.05914v1,2017-12-16T07:24:55Z,0
"Efficient B-mode Ultrasound Image Reconstruction from Sub-sampled RF
  Data using Deep Learning",1712.06096,http://arxiv.org/abs/1712.06096v3,2017-12-17T12:15:08Z,0
Finding Competitive Network Architectures Within a Day Using UCT,1712.07420,http://arxiv.org/abs/1712.07420v2,2017-12-20T11:24:50Z,0
Deep Learning for Massive MIMO CSI Feedback,1712.08919,http://arxiv.org/abs/1712.08919v4,2017-12-24T13:34:27Z,0
Deep Multi-Spectral Registration Using Invariant Descriptor Learning,1801.05171,http://arxiv.org/abs/1801.05171v6,2018-01-16T09:27:42Z,0
"Fusarium Damaged Kernels Detection Using Transfer Learning on Deep
  Neural Network Architecture",1802.00030,http://arxiv.org/abs/1802.00030v1,2018-01-31T19:31:25Z,0
"Semantic White Balance: Semantic Color Constancy Using Convolutional
  Neural Network",1802.00153,http://arxiv.org/abs/1802.00153v5,2018-02-01T04:29:56Z,0
"Building robust classifiers through generation of confident out of
  distribution examples",1812.00239,http://arxiv.org/abs/1812.00239v1,2018-12-01T18:51:26Z,0
"Nose, eyes and ears: Head pose estimation by locating facial keypoints",1812.00739,http://arxiv.org/abs/1812.00739v1,2018-12-03T14:04:04Z,0
"Improved deep learning based macromolecules structure classification
  from electron cryo tomograms",1707.04885,http://arxiv.org/abs/1707.04885v1,2017-07-16T14:25:31Z,0
Adaptively Preconditioned Stochastic Gradient Langevin Dynamics,1906.04324,http://arxiv.org/abs/1906.04324v2,2019-06-10T23:38:54Z,0
"A Computationally Efficient Method for Defending Adversarial Deep
  Learning Attacks",1906.05599,http://arxiv.org/abs/1906.05599v1,2019-06-13T10:56:47Z,0
"Solving Large-Scale 0-1 Knapsack Problems and its Application to Point
  Cloud Resampling",1906.05929,http://arxiv.org/abs/1906.05929v1,2019-06-11T10:56:18Z,0
"Image-based 3D Object Reconstruction: State-of-the-Art and Trends in the
  Deep Learning Era",1906.06543,http://arxiv.org/abs/1906.06543v2,2019-06-15T12:35:05Z,0
Deep Active Learning for Anchor User Prediction,1906.07318,http://arxiv.org/abs/1906.07318v2,2019-06-18T00:31:59Z,0
"BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian
  Active Learning",1906.08158,http://arxiv.org/abs/1906.08158v1,2019-06-19T15:35:07Z,0
"A Hierarchical Architecture for Sequential Decision-Making in Autonomous
  Driving using Deep Reinforcement Learning",1906.08464,http://arxiv.org/abs/1906.08464v1,2019-06-20T07:05:20Z,0
"Deep learning approach to description and classification of fungi
  microscopic images",1906.09449,http://arxiv.org/abs/1906.09449v2,2019-06-22T14:00:51Z,0
"Deep Learning in a Computational Model for Conceptual Shifts in a
  Co-Creative Design System",1906.10188,http://arxiv.org/abs/1906.10188v1,2019-06-24T19:24:09Z,0
Water Preservation in Soan River Basin using Deep Learning Techniques,1906.10852,http://arxiv.org/abs/1906.10852v1,2019-06-26T05:26:31Z,0
"Demonstration-Guided Deep Reinforcement Learning of Control Policies for
  Dexterous Human-Robot Interaction",1906.11695,http://arxiv.org/abs/1906.11695v1,2019-06-27T14:44:30Z,0
Densely Residual Laplacian Super-Resolution,1906.12021,http://arxiv.org/abs/1906.12021v2,2019-06-28T02:32:44Z,0
A multi-task U-net for segmentation with lazy labels,1906.12177,http://arxiv.org/abs/1906.12177v1,2019-06-20T17:38:54Z,0
MimosaNet: An Unrobust Neural Network Preventing Model Stealing,1907.01650,http://arxiv.org/abs/1907.01650v1,2019-07-02T21:13:02Z,0
On-Device Neural Net Inference with Mobile GPUs,1907.01989,http://arxiv.org/abs/1907.01989v1,2019-07-03T15:23:20Z,0
Dissimilarity learning via Siamese network predicts brain imaging data,1907.02591,http://arxiv.org/abs/1907.02591v1,2019-07-01T16:58:39Z,0
"A Methodology for Controlling the Emotional Expressiveness in Synthetic
  Speech -- a Deep Learning approach",1907.02784,http://arxiv.org/abs/1907.02784v1,2019-07-05T12:00:53Z,0
"A Light weight and Hybrid Deep Learning Model based Online Signature
  Verification",1907.04061,http://arxiv.org/abs/1907.04061v1,2019-07-09T09:55:38Z,0
"One Shot Learning for Deformable Medical Image Registration and Periodic
  Motion Tracking",1907.04641,http://arxiv.org/abs/1907.04641v2,2019-07-10T12:05:19Z,0
"Tiny-Inception-ResNet-v2: Using Deep Learning for Eliminating Bonded
  Labors of Brick Kilns in South Asia",1907.05552,http://arxiv.org/abs/1907.05552v1,2019-07-12T07:43:42Z,0
Parameterized Structured Pruning for Deep Neural Networks,1906.05180,http://arxiv.org/abs/1906.05180v1,2019-06-12T14:46:01Z,0
Strategies to architect AI Safety: Defense to guard AI from Adversaries,1906.03466,http://arxiv.org/abs/1906.03466v1,2019-06-08T14:34:47Z,0
Subspace Inference for Bayesian Deep Learning,1907.07504,http://arxiv.org/abs/1907.07504v1,2019-07-17T13:26:07Z,0
"A Natural Language-Inspired Multi-label Video Streaming Traffic
  Classification Method Based on Deep Neural Networks",1906.02679,http://arxiv.org/abs/1906.02679v1,2019-06-04T00:21:21Z,0
Adversarial Policies: Attacking Deep Reinforcement Learning,1905.10615,http://arxiv.org/abs/1905.10615v1,2019-05-25T15:23:19Z,0
Sherlock: A Deep Learning Approach to Semantic Data Type Detection,1905.10688,http://arxiv.org/abs/1905.10688v1,2019-05-25T22:36:05Z,0
ViterbiNet: A Deep Learning Based Viterbi Algorithm for Symbol Detection,1905.10750,http://arxiv.org/abs/1905.10750v1,2019-05-26T07:15:57Z,0
"Improving the Robustness of Deep Neural Networks via Adversarial
  Training with Triplet Loss",1905.11713,http://arxiv.org/abs/1905.11713v1,2019-05-28T10:01:24Z,0
Brain-inspired reverse adversarial examples,1905.12171,http://arxiv.org/abs/1905.12171v1,2019-05-28T03:58:55Z,0
An Inertial Newton Algorithm for Deep Learning,1905.12278,http://arxiv.org/abs/1905.12278v2,2019-05-29T09:00:49Z,0
"Targeted Attacks on Deep Reinforcement Learning Agents through
  Adversarial Observations",1905.12282,http://arxiv.org/abs/1905.12282v1,2019-05-29T09:20:37Z,0
"Improved Generalisation Bounds for Deep Learning Through $L^\infty$
  Covering Numbers",1905.12430,http://arxiv.org/abs/1905.12430v1,2019-05-29T13:28:42Z,0
"Unsupervised Deep Learning for Ultra-reliable and Low-latency
  Communications",1905.13014,http://arxiv.org/abs/1905.13014v2,2019-04-26T03:15:59Z,0
Neural Consciousness Flow,1905.13049,http://arxiv.org/abs/1905.13049v1,2019-05-30T13:33:55Z,0
Bypassing Backdoor Detection Algorithms in Deep Learning,1905.13409,http://arxiv.org/abs/1905.13409v1,2019-05-31T04:28:00Z,0
Semi-supervised Learning for Acoustic Impedance Inversion,1905.13412,http://arxiv.org/abs/1905.13412v1,2019-05-31T04:36:03Z,0
"Sparsity Normalization: Stabilizing the Expected Outputs of Deep
  Networks",1906.00150,http://arxiv.org/abs/1906.00150v1,2019-06-01T04:03:53Z,0
"Efficient 8-Bit Quantization of Transformer Neural Machine Language
  Translation Model",1906.00532,http://arxiv.org/abs/1906.00532v2,2019-06-03T02:29:22Z,0
"Deep Reinforcement Learning Architecture for Continuous Power Allocation
  in High Throughput Satellites",1906.00571,http://arxiv.org/abs/1906.00571v1,2019-06-03T04:41:48Z,0
Adaptive Region Embedding for Text Classification,1906.01514,http://arxiv.org/abs/1906.01514v1,2019-05-28T13:11:23Z,0
"Scene Representation Networks: Continuous 3D-Structure-Aware Neural
  Scene Representations",1906.01618,http://arxiv.org/abs/1906.01618v1,2019-06-04T17:53:11Z,0
"Predicting Compressive Strength of Consolidated Molecular Solids Using
  Computer Vision and Deep Learning",1906.02130,http://arxiv.org/abs/1906.02130v1,2019-06-05T16:49:00Z,0
Finding Friend and Foe in Multi-Agent Games,1906.02330,http://arxiv.org/abs/1906.02330v1,2019-06-05T22:07:27Z,0
"Deep Learning for Pneumothorax Detection and Localization in Chest
  Radiographs",1907.07324,http://arxiv.org/abs/1907.07324v1,2019-07-16T11:06:48Z,0
Modern CNNs for IoT Based Farms,1907.07772,http://arxiv.org/abs/1907.07772v1,2019-07-15T19:28:46Z,0
CNN-based Cost Volume Analysis as Confidence Measure for Dense Matching,1905.07287,http://arxiv.org/abs/1905.07287v1,2019-05-17T14:24:43Z,0
MR image reconstruction using deep density priors,1711.11386,http://arxiv.org/abs/1711.11386v4,2017-11-30T13:36:58Z,0
Deep Speech: Scaling up end-to-end speech recognition,1412.5567,http://arxiv.org/abs/1412.5567v2,2014-12-17T20:39:45Z,0
How deep is knowledge tracing?,1604.02416,http://arxiv.org/abs/1604.02416v2,2016-03-14T04:20:55Z,0
Using Deep Learning for Image-Based Plant Disease Detection,1604.03169,http://arxiv.org/abs/1604.03169v2,2016-04-11T22:44:20Z,0
Deep Learning for Saliency Prediction in Natural Video,1604.08010,http://arxiv.org/abs/1604.08010v1,2016-04-27T10:34:21Z,0
"Deep Convolutional Neural Networks and Data Augmentation for
  Environmental Sound Classification",1608.04363,http://arxiv.org/abs/1608.04363v2,2016-08-15T18:57:10Z,0
Simple Black-Box Adversarial Perturbations for Deep Networks,1612.06299,http://arxiv.org/abs/1612.06299v1,2016-12-19T18:12:20Z,0
Skip Connections Eliminate Singularities,1701.09175,http://arxiv.org/abs/1701.09175v8,2017-01-31T18:41:07Z,0
"Minimizing Area and Energy of Deep Learning Hardware Design Using
  Collective Low Precision and Structured Compression",1804.07370,http://arxiv.org/abs/1804.07370v1,2018-04-19T20:32:04Z,0
"A brief survey on deep belief networks and introducing a new object
  oriented toolbox (DeeBNet)",1408.3264,http://arxiv.org/abs/1408.3264v7,2014-08-14T12:37:57Z,0
Deep convolutional neural networks for pedestrian detection,1510.03608,http://arxiv.org/abs/1510.03608v5,2015-10-13T09:57:46Z,0
ACDC: A Structured Efficient Linear Layer,1511.05946,http://arxiv.org/abs/1511.05946v5,2015-11-18T20:52:17Z,0
Pushing the Boundaries of Boundary Detection using Deep Learning,1511.07386,http://arxiv.org/abs/1511.07386v2,2015-11-23T19:54:09Z,0
Deep Multi-Species Embedding,1609.09353,http://arxiv.org/abs/1609.09353v4,2016-09-28T00:39:47Z,0
How to scale distributed deep learning?,1611.04581,http://arxiv.org/abs/1611.04581v1,2016-11-14T20:59:54Z,0
Improving training of deep neural networks via Singular Value Bounding,1611.06013,http://arxiv.org/abs/1611.06013v3,2016-11-18T09:09:56Z,0
Video Salient Object Detection via Fully Convolutional Networks,1702.00871,http://arxiv.org/abs/1702.00871v3,2017-02-02T23:44:28Z,0
DeepArchitect: Automatically Designing and Training Deep Architectures,1704.08792,http://arxiv.org/abs/1704.08792v1,2017-04-28T02:48:38Z,0
"Deep 360 Pilot: Learning a Deep Agent for Piloting through 360°
  Sports Video",1705.01759,http://arxiv.org/abs/1705.01759v1,2017-05-04T09:26:58Z,0
"$ν$-net: Deep Learning for Generalized Biventricular Cardiac Mass and
  Function Parameters",1706.04397,http://arxiv.org/abs/1706.04397v1,2017-06-14T10:36:30Z,0
"Early detection of sepsis utilizing deep learning on electronic health
  record event sequences",1906.02956,http://arxiv.org/abs/1906.02956v1,2019-06-07T08:38:02Z,0
"Learning a Robust Society of Tracking Parts using Co-occurrence
  Constraints",1804.01771,http://arxiv.org/abs/1804.01771v2,2018-04-05T10:43:35Z,0
On the relation between Loss Functions and T-Norms,1907.07904,http://arxiv.org/abs/1907.07904v1,2019-07-18T06:58:36Z,0
Generalizing Skills with Semi-Supervised Reinforcement Learning,1612.00429,http://arxiv.org/abs/1612.00429v2,2016-12-01T20:48:39Z,0
"Combinatorial Keyword Recommendations for Sponsored Search with Deep
  Reinforcement Learning",1907.08686,http://arxiv.org/abs/1907.08686v1,2019-07-18T13:29:04Z,0
Understanding Adversarial Robustness Through Loss Landscape Geometries,1907.09061,http://arxiv.org/abs/1907.09061v1,2019-07-22T00:24:29Z,0
DeepIris: Iris Recognition Using A Deep Learning Approach,1907.09380,http://arxiv.org/abs/1907.09380v1,2019-07-22T15:48:48Z,0
"Deep Learning Approaches for Image Retrieval and Pattern Spotting in
  Ancient Documents",1907.09404,http://arxiv.org/abs/1907.09404v1,2019-07-22T16:27:19Z,0
"Deep Learning for Energy Estimation and Particle Identification in
  Gamma-ray Astronomy",1907.10480,http://arxiv.org/abs/1907.10480v1,2019-07-23T11:27:56Z,0
"Action Semantics Network: Considering the Effects of Actions in
  Multiagent Systems",1907.11461,http://arxiv.org/abs/1907.11461v1,2019-07-26T09:51:30Z,0
A Deep Learning Based Attack for The Chaos-based Image Encryption,1907.12245,http://arxiv.org/abs/1907.12245v1,2019-07-29T07:36:21Z,0
"Mapping road safety features from streetview imagery: A deep learning
  approach",1907.12647,http://arxiv.org/abs/1907.12647v1,2019-07-15T20:38:33Z,0
"Taming Unbalanced Training Workloads in Deep Learning with Partial
  Collective Operations",1908.04207,http://arxiv.org/abs/1908.04207v2,2019-08-12T15:37:51Z,0
"Difficulty Classification of Mountainbike Downhill Trails utilizing Deep
  Neural Networks",1908.04390,http://arxiv.org/abs/1908.04390v1,2019-08-05T08:11:07Z,0
Quantum adiabatic machine learning with zooming,1908.04480,http://arxiv.org/abs/1908.04480v1,2019-08-13T04:11:51Z,0
Is Deep Reinforcement Learning Really Superhuman on Atari?,1908.04683,http://arxiv.org/abs/1908.04683v3,2019-08-13T14:55:09Z,0
"Significance of Residual Learning and Boundary Weighted Loss in
  Ischaemic Stroke Lesion Segmentation",1908.04840,http://arxiv.org/abs/1908.04840v1,2019-08-13T19:47:10Z,0
On the convergence of single-call stochastic extra-gradient methods,1908.08465,http://arxiv.org/abs/1908.08465v1,2019-08-22T15:50:32Z,0
"Assessing Knee OA Severity with CNN attention-based end-to-end
  architectures",1908.08856,http://arxiv.org/abs/1908.08856v1,2019-08-23T14:59:52Z,0
"Few-shot Learning with Deep Triplet Networks for Brain Imaging Modality
  Recognition",1908.10266,http://arxiv.org/abs/1908.10266v1,2019-08-27T15:19:24Z,0
Self-supervised blur detection from synthetically blurred scenes,1908.10638,http://arxiv.org/abs/1908.10638v1,2019-08-28T10:58:55Z,0
"NetScore: Towards Universal Metrics for Large-scale Performance Analysis
  of Deep Neural Networks for Practical On-Device Edge Usage",1806.05512,http://arxiv.org/abs/1806.05512v2,2018-06-14T12:55:35Z,0
"Transfer Learning for Video Recognition with Scarce Training Data for
  Deep Convolutional Neural Network",1409.4127,http://arxiv.org/abs/1409.4127v2,2014-09-15T01:26:55Z,0
Transmitter Classification With Supervised Deep Learning,1905.07923,http://arxiv.org/abs/1905.07923v1,2019-05-20T07:36:26Z,0
"Sliced Score Matching: A Scalable Approach to Density and Score
  Estimation",1905.07088,http://arxiv.org/abs/1905.07088v2,2019-05-17T02:02:30Z,0
Incorporating Deep Features in the Analysis of Tissue Microarray Images,1812.00887,http://arxiv.org/abs/1812.00887v1,2018-11-26T04:18:17Z,0
"Instance Segmentation of Fibers from Low Resolution CT Scans via 3D Deep
  Embedding Learning",1901.01034,http://arxiv.org/abs/1901.01034v1,2019-01-04T09:53:07Z,0
"A New Tensioning Method using Deep Reinforcement Learning for Surgical
  Pattern Cutting",1901.03327,http://arxiv.org/abs/1901.03327v1,2019-01-10T13:30:46Z,0
Deep Learning for Anomaly Detection: A Survey,1901.03407,http://arxiv.org/abs/1901.03407v2,2019-01-10T21:36:57Z,0
Creative AI Through Evolutionary Computation,1901.03775,http://arxiv.org/abs/1901.03775v1,2019-01-12T00:26:13Z,0
